Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1928 dE=0.1578 GS=Y  readout_only.TVD=0.1356 dE=0.1097 GS=Y  oracle_binomial.TVD=0.0478 dE=0.0200 GS=Y  gdr_param.TVD=0.0545 dE=0.0146 GS=Y  gdr_select.TVD=0.0545 dE=0.0146 GS=Y  ideal_GS=Y
snap   random     comprehensive             0.100 readout_realistic  readout_only         0.5473   0.0054   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  oracle_binomial      0.8367   0.0307   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_param            0.6218   0.0002   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_damped           0.5916   0.0015   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_mid              0.5866   0.0195   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_residual         0.7958   0.0013   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.7958   0.0013   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_blend            0.6220   0.0017   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_select           0.5866   0.0195   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  gdr_full             0.5899   0.0609   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0090     —      —
snap   random     comprehensive             0.100 readout_realistic  zne_idle             0.4601   0.0098   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  readout_then_zne     0.4587   0.0083   0.0001   N
snap   optimized  comprehensive             0.003 readout_realistic  raw                  0.1928   0.1578   0.1561   Y
snap   optimized  comprehensive             0.003 readout_realistic  readout_only         0.1356   0.1097   0.1094   Y
snap   optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.0478   0.0200   0.0146   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0545   0.0146   0.0136   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0545   0.0146   0.0136   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0564   0.0130   0.0125   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.0593   0.0155   0.0178   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.0593   0.0155   0.0178   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0545   0.0146   0.0136   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0545   0.0146   0.0136   Y
snap   optimized  comprehensive             0.003 readout_realistic  gdr_full             0.5043   0.3171   0.3260   N
snap   optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0296     —      —
snap   optimized  comprehensive             0.003 readout_realistic  zne_idle             0.1187   0.0689   0.0633   Y
snap   optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.0825   0.0271   0.0226   Y
snap   optimized  comprehensive             0.030 readout_realistic  raw                  0.5269   0.4811   0.4484   Y
snap   optimized  comprehensive             0.030 readout_realistic  readout_only         0.5057   0.4630   0.4313   Y
snap   optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.4182   0.4699   0.3154   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_param            0.2507   0.1920   0.1473   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.2574   0.2056   0.1615   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.2586   0.2191   0.1690   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.1727   0.0887   0.0355   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.1727   0.0887   0.0355   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.2547   0.2059   0.1557   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_select           0.2507   0.1920   0.1473   Y
snap   optimized  comprehensive             0.030 readout_realistic  gdr_full             0.7026   0.4864   0.4716   Y
snap   optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.3052     —      —
snap   optimized  comprehensive             0.030 readout_realistic  zne_idle             0.3522   0.3100   0.2909   Y
snap   optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.3252   0.2868   0.2673   Y
snap   optimized  comprehensive             0.100 readout_realistic  raw                  0.7366   0.6488   0.6089   Y
snap   optimized  comprehensive             0.100 readout_realistic  readout_only         0.7325   0.6457   0.6058   Y
snap   optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.8625   0.7683   0.6631   N
snap   optimized  comprehensive             0.100 readout_realistic  gdr_param            0.6436   0.6255   0.5285   Y
snap   optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.6540   0.6316   0.5517   Y
snap   optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.6288   0.7154   0.5324   Y
snap   optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.8438   0.6994   0.6630   N
snap   optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.8438   0.6994   0.6630   N
snap   optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.6541   0.6398   0.5420   Y
snap   optimized  comprehensive             0.100 readout_realistic  gdr_select           0.6436   0.6255   0.5285   Y
snap   optimized  comprehensive             0.100 readout_realistic  gdr_full             0.8841   0.7411   0.6306   N
snap   optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.7979     —      —
snap   optimized  comprehensive             0.100 readout_realistic  zne_idle             0.6847   0.6432   0.5737   N
snap   optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.6820   0.6394   0.5702   N
